timestamp,car_id,speed,ip,distance,time,ram
2025-04-19T07:48:11.133137,3D0ED088,109,99.121.73.95,6.91,3.80,0.01
2025-04-19T07:48:11.136784,3D543326,53,44.102.166.168,53.03,60.04,0.01
2025-04-19T07:48:11.142321,3F1CEF43,112,134.218.89.166,53.76,28.80,0.01
2025-04-19T07:48:11.144698,3F75B947,55,252.109.120.63,37.75,41.18,0.01
2025-04-19T07:48:11.159668,3F75B947,96,252.109.120.63,34.02,21.26,0.01
2025-04-19T07:48:11.167388,3F75B947,32,252.109.120.63,26.64,49.96,0.01
2025-04-19T07:48:11.167388,3F75B947,69,252.109.120.63,86.01,74.79,0.01
2025-04-19T07:48:11.172530,3F75B947,100,252.109.120.63,71.36,42.81,0.01
2025-04-19T07:48:11.174637,3F75B947,45,252.109.120.63,50.57,67.43,0.01
2025-04-19T07:48:11.174637,3F75B947,79,252.109.120.63,22.11,16.79,0.01
2025-04-19T07:48:11.174637,3F75B947,99,252.109.120.63,82.01,49.71,0.01
2025-04-19T07:48:11.181378,3F75B947,94,252.109.120.63,30.69,19.59,0.01
2025-04-19T07:48:11.183123,3F75B947,99,252.109.120.63,64.18,38.90,0.01
2025-04-19T07:48:11.183123,410BBE2C,33,114.218.217.81,22.14,40.26,0.01
2025-04-19T07:48:11.183123,43552817,119,101.181.217.75,54.16,27.31,0.01
2025-04-19T07:48:11.187716,43552817,56,101.181.217.75,90.63,97.10,0.01
2025-04-19T07:48:11.187716,43552817,41,101.181.217.75,92.16,134.87,0.01
2025-04-19T07:48:11.187716,43A5EAC0,98,71.115.230.161,39.52,24.20,0.01
2025-04-19T07:48:11.187716,489BAD03,109,10.35.6.88,15.96,8.79,0.01
2025-04-19T07:48:11.187716,489BAD03,34,10.35.6.88,36.39,64.22,0.01
2025-04-19T07:48:11.187716,489BAD03,80,10.35.6.88,9.46,7.10,0.01
2025-04-19T07:48:11.195008,489BAD03,45,10.35.6.88,89.28,119.03,0.01
2025-04-19T07:48:11.196438,489BAD03,108,10.35.6.88,57.75,32.08,0.01
2025-04-19T07:48:11.196438,4BD764A7,56,164.160.154.225,29.03,31.10,0.01
2025-04-19T07:48:11.196438,4BD764A7,69,164.160.154.225,83.58,72.68,0.01
2025-04-19T07:48:11.196438,4C5D77E1,45,167.88.247.170,25.45,33.93,0.01
2025-04-19T07:48:11.202035,4C5D77E1,119,167.88.247.170,90.80,45.78,0.01
2025-04-19T07:48:11.202478,53CA7134,112,31.96.90.2,91.14,48.83,0.01
2025-04-19T07:48:11.202478,53CA7134,36,31.96.90.2,59.38,98.97,0.01
2025-04-19T07:48:11.202478,53CA7134,108,31.96.90.2,25.95,14.41,0.01
2025-04-19T07:48:11.202478,5566953E,115,97.98.133.36,14.54,7.58,0.01
2025-04-19T07:48:11.202478,5566953E,64,97.98.133.36,44.24,41.47,0.01
2025-04-19T07:48:11.208901,5566953E,83,97.98.133.36,60.16,43.49,0.01
2025-04-19T07:48:11.209262,5566953E,33,97.98.133.36,18.14,32.98,0.01
2025-04-19T07:48:11.210811,5566953E,88,97.98.133.36,58.57,39.93,0.01
2025-04-19T07:48:11.213310,5739E242,66,172.78.191.146,85.43,77.66,0.01
2025-04-19T07:48:11.213310,5739E242,63,172.78.191.146,64.88,61.79,0.01
2025-04-19T07:48:11.213310,5739E242,70,172.78.191.146,30.96,26.54,0.01
2025-04-19T07:48:11.217560,5739E242,108,172.78.191.146,75.41,41.89,0.01
2025-04-19T07:48:11.222928,573A180F,119,103.24.136.49,12.67,6.39,0.01
2025-04-19T07:48:11.224998,573A180F,42,103.24.136.49,58.98,84.26,0.01
2025-04-19T07:48:11.227288,57BAB5F7,105,30.94.232.107,73.58,42.04,0.01
2025-04-19T07:48:11.227288,58242303,113,186.171.184.210,47.29,25.11,0.01
2025-04-19T07:48:11.229917,58242303,64,186.171.184.210,81.94,76.82,0.01
2025-04-19T07:48:11.230577,5A773834,120,252.2.91.195,21.52,10.76,0.01
2025-04-19T07:48:11.231045,5A773834,79,252.2.91.195,25.65,19.48,0.01
2025-04-19T07:48:11.231045,5A773834,31,252.2.91.195,81.94,158.59,0.01
2025-04-19T07:48:11.231045,5A773834,112,252.2.91.195,29.17,15.63,0.01
2025-04-19T07:48:11.231045,5A773834,37,252.2.91.195,42.44,68.81,0.01
2025-04-19T07:48:11.231045,5BED31D3,56,233.227.71.201,3.60,3.86,0.01
2025-04-19T07:48:11.231045,5BED31D3,50,233.227.71.201,16.51,19.81,0.01
2025-04-19T07:48:11.231045,5BED31D3,63,233.227.71.201,6.59,6.28,0.01
2025-04-19T07:48:11.231045,5BED31D3,64,233.227.71.201,73.52,68.93,0.01
2025-04-19T07:48:11.231045,5BED31D3,46,233.227.71.201,75.59,98.59,0.01
2025-04-19T07:48:11.243150,5BED31D3,113,233.227.71.201,58.01,30.80,0.01
2025-04-19T07:48:11.243150,5BED31D3,61,233.227.71.201,57.23,56.29,0.01
2025-04-19T07:48:11.243150,5BED31D3,101,233.227.71.201,75.07,44.60,0.01
2025-04-19T07:48:11.243150,5D213782,47,108.36.22.82,86.70,110.68,0.01
2025-04-19T07:48:11.251460,5D213782,87,108.36.22.82,53.22,36.71,0.01
2025-04-19T07:48:11.253477,5EAFD4A1,79,31.32.80.120,76.57,58.16,0.01
2025-04-19T07:48:11.253477,5EAFD4A1,31,31.32.80.120,81.79,158.31,0.01
2025-04-19T07:48:11.253477,620535F7,65,134.33.203.2,92.06,84.98,0.01
2025-04-19T07:48:11.258212,620535F7,93,134.33.203.2,77.13,49.76,0.01
2025-04-19T07:48:11.260237,6406985E,35,188.191.102.210,85.29,146.21,0.01
2025-04-19T07:48:11.260237,6656541C,119,188.14.46.90,64.86,32.70,0.01
2025-04-19T07:48:11.260237,6656541C,34,188.14.46.90,0.54,0.94,0.01
2025-04-19T07:48:11.264206,6656541C,61,188.14.46.90,69.64,68.50,0.01
2025-04-19T07:48:11.267974,6656541C,78,188.14.46.90,57.83,44.48,0.01
2025-04-19T07:48:11.267974,6656541C,116,188.14.46.90,50.43,26.09,0.01
2025-04-19T07:48:11.269983,69710FD9,110,57.127.49.127,34.33,18.73,0.01
2025-04-19T07:48:11.271992,69710FD9,109,57.127.49.127,79.56,43.79,0.01
2025-04-19T07:48:11.274000,69E5E721,109,229.248.219.56,94.91,52.25,0.01
2025-04-19T07:48:11.274000,69E5E721,71,229.248.219.56,48.18,40.72,0.01
2025-04-19T07:48:11.274000,69E5E721,32,229.248.219.56,83.01,155.65,0.01
2025-04-19T07:48:11.274000,6CAFFF1E,77,27.113.226.228,53.67,41.82,0.01
2025-04-19T07:48:11.278875,6CAFFF1E,39,27.113.226.228,45.95,70.69,0.01
2025-04-19T07:48:11.278875,6CAFFF1E,86,27.113.226.228,65.44,45.66,0.01
2025-04-19T07:48:11.280883,6CAFFF1E,36,27.113.226.228,5.64,9.41,0.01
2025-04-19T07:48:11.282391,6CAFFF1E,86,27.113.226.228,93.36,65.13,0.01
2025-04-19T07:48:11.284671,6D010441,37,237.177.17.54,65.89,106.85,0.01
2025-04-19T07:48:11.284671,6D010441,46,237.177.17.54,69.27,90.36,0.01
2025-04-19T07:48:11.284671,6D010441,49,237.177.17.54,33.14,40.58,0.01
2025-04-19T07:48:11.290633,6D010441,78,237.177.17.54,18.44,14.19,0.01
2025-04-19T07:48:11.291927,6D010441,50,237.177.17.54,74.31,89.17,0.01
2025-04-19T07:48:11.293454,6D7CC83E,59,245.155.58.154,82.06,83.45,0.01
2025-04-19T07:48:11.293454,6D7CC83E,47,245.155.58.154,58.94,75.25,0.01
2025-04-19T07:48:11.293454,6D7CC83E,101,245.155.58.154,17.26,10.25,0.01
2025-04-19T07:48:11.298551,6EC3C67A,60,63.197.128.215,36.93,36.93,0.01
2025-04-19T07:48:11.298551,708D7542,69,131.61.243.116,80.40,69.91,0.01
2025-04-19T07:48:11.298551,708D7542,40,131.61.243.116,94.71,142.06,0.01
2025-04-19T07:48:11.298551,713F4768,74,9.117.77.13,92.54,75.03,0.01
2025-04-19T07:48:11.298551,73B34516,89,142.137.41.125,4.88,3.29,0.01
2025-04-19T07:48:11.305450,7400B396,70,98.154.31.253,0.91,0.78,0.01
2025-04-19T07:48:11.306317,74172CE1,50,70.181.116.222,43.55,52.27,0.01
2025-04-19T07:48:11.306317,74172CE1,86,70.181.116.222,50.63,35.32,0.01
2025-04-19T07:48:11.309944,744D2B15,66,153.183.252.254,10.31,9.37,0.01
2025-04-19T07:48:11.309944,744D2B15,37,153.183.252.254,68.05,110.36,0.01
2025-04-19T07:48:11.313706,744D2B15,103,153.183.252.254,31.42,18.30,0.01
2025-04-19T07:48:11.313706,744D2B15,104,153.183.252.254,60.62,34.97,0.01
2025-04-19T07:48:11.313706,7733EE92,63,222.244.251.233,21.54,20.51,0.01
2025-04-19T07:48:11.313706,7733EE92,113,222.244.251.233,96.00,50.97,0.01
2025-04-19T07:48:11.319336,78570E7A,67,103.50.14.43,73.23,65.58,0.01
2025-04-19T07:48:11.319336,78570E7A,64,103.50.14.43,61.34,57.51,0.01
2025-04-19T07:48:11.321985,78570E7A,80,103.50.14.43,29.34,22.01,0.01
2025-04-19T07:48:11.321985,79560A21,119,198.242.180.85,44.40,22.39,0.01
2025-04-19T07:48:11.321985,7A58DAB6,73,84.236.207.214,85.83,70.54,0.01
2025-04-19T07:48:11.326371,7BED1591,88,95.90.44.227,18.60,12.68,0.01
2025-04-19T07:48:11.326371,7BED1591,81,95.90.44.227,44.32,32.83,0.01
2025-04-19T07:48:11.326371,7CAD869C,86,107.195.89.140,49.91,34.82,0.01
2025-04-19T07:48:11.326371,7CAD869C,96,107.195.89.140,18.21,11.38,0.01
2025-04-19T07:48:11.326371,7D1B2CE4,69,250.147.84.161,87.02,75.67,0.01
2025-04-19T07:48:11.326371,7D5FBBA5,84,120.88.51.103,18.25,13.04,0.01
2025-04-19T07:48:11.326371,7D5FBBA5,73,120.88.51.103,77.64,63.81,0.01
2025-04-19T07:48:11.326371,7D5FBBA5,65,120.88.51.103,80.09,73.93,0.01
2025-04-19T07:48:11.326371,7D5FBBA5,72,120.88.51.103,59.09,49.24,0.01
2025-04-19T07:48:11.337816,7D5FBBA5,111,120.88.51.103,47.51,25.68,0.01
2025-04-19T07:48:11.337816,7D5FBBA5,109,120.88.51.103,3.21,1.76,0.01
2025-04-19T07:48:11.337816,7D5FBBA5,60,120.88.51.103,55.39,55.39,0.01
2025-04-19T07:48:11.337816,7D5FBBA5,31,120.88.51.103,74.19,143.58,0.01
2025-04-19T07:48:11.343453,7D5FBBA5,100,120.88.51.103,69.18,41.51,0.01
2025-04-19T07:48:11.345329,7D5FBBA5,72,120.88.51.103,78.02,65.02,0.01
2025-04-19T07:48:11.346364,7D5FBBA5,75,120.88.51.103,88.89,71.11,0.01
2025-04-19T07:48:11.348380,7D5FBBA5,41,120.88.51.103,58.00,84.88,0.01
2025-04-19T07:48:11.348380,7D5FBBA5,37,120.88.51.103,99.75,161.75,0.01
2025-04-19T07:48:11.350403,81D7867A,36,178.220.164.242,44.11,73.52,0.01
2025-04-19T07:48:11.352412,81D7867A,92,178.220.164.242,9.70,6.32,0.01
2025-04-19T07:48:11.352412,81D7867A,117,178.220.164.242,47.56,24.39,0.01
2025-04-19T07:48:11.352412,81D7867A,84,178.220.164.242,10.01,7.15,0.01
2025-04-19T07:48:11.352412,81D7867A,71,178.220.164.242,55.42,46.83,0.01
2025-04-19T07:48:11.352412,81D7867A,103,178.220.164.242,29.13,16.97,0.01
2025-04-19T07:48:11.352412,84C6EC60,94,58.83.5.113,27.89,17.80,0.01
2025-04-19T07:48:11.359460,84C6EC60,110,58.83.5.113,8.65,4.72,0.01
2025-04-19T07:48:11.359460,84C6EC60,105,58.83.5.113,73.41,41.95,0.01
2025-04-19T07:48:11.361979,84C6EC60,120,58.83.5.113,97.04,48.52,0.01
2025-04-19T07:48:11.363993,84C6EC60,69,58.83.5.113,73.52,63.93,0.01
2025-04-19T07:48:11.363993,84C6EC60,81,58.83.5.113,69.49,51.47,0.01
2025-04-19T07:48:11.363993,84C6EC60,47,58.83.5.113,15.52,19.82,0.01
2025-04-19T07:48:11.366286,84C6EC60,72,58.83.5.113,97.07,80.89,0.01
2025-04-19T07:48:11.366286,84C6EC60,43,58.83.5.113,19.71,27.50,0.01
2025-04-19T07:48:11.367796,84C6EC60,69,58.83.5.113,64.42,56.02,0.01
2025-04-19T07:48:11.368814,84C6EC60,44,58.83.5.113,95.64,130.42,0.01
2025-04-19T07:48:11.368814,84C6EC60,62,58.83.5.113,67.19,65.03,0.01
2025-04-19T07:48:11.368814,8665A893,99,178.192.159.199,13.42,8.14,0.01
2025-04-19T07:48:11.373276,8665A893,107,178.192.159.199,14.57,8.17,0.01
2025-04-19T07:48:11.373827,8DDC15EB,33,12.199.8.229,27.96,50.84,0.01
2025-04-19T07:48:11.374896,8DDC15EB,111,12.199.8.229,86.10,46.54,0.01
2025-04-19T07:48:11.374896,8DDC15EB,54,12.199.8.229,38.27,42.53,0.01
2025-04-19T07:48:11.377081,8DDC15EB,71,12.199.8.229,54.40,45.97,0.01
2025-04-19T07:48:11.377081,8DDC15EB,54,12.199.8.229,74.13,82.37,0.01
2025-04-19T07:48:11.380606,8DDC15EB,42,12.199.8.229,99.39,141.99,0.01
2025-04-19T07:48:11.381437,8DDC15EB,94,12.199.8.229,37.87,24.17,0.01
2025-04-19T07:48:11.382407,91D8F1AB,94,87.116.71.253,20.52,13.10,0.01
2025-04-19T07:48:11.384421,91D8F1AB,30,87.116.71.253,69.60,139.20,0.01
2025-04-19T07:48:11.384421,91D8F1AB,90,87.116.71.253,4.66,3.11,0.01
2025-04-19T07:48:11.386434,91D8F1AB,115,87.116.71.253,57.27,29.88,0.01
2025-04-19T07:48:11.386434,920DF5B5,72,59.52.90.148,86.64,72.20,0.01
2025-04-19T07:48:11.388875,920DF5B5,84,59.52.90.148,66.23,47.31,0.01
2025-04-19T07:48:11.388875,991BDF5D,50,38.99.213.212,88.18,105.82,0.01
2025-04-19T07:48:11.391679,991BDF5D,95,38.99.213.212,46.31,29.25,0.01
2025-04-19T07:48:11.391679,991BDF5D,49,38.99.213.212,12.35,15.12,0.01
2025-04-19T07:48:11.391679,A0FCD28B,71,78.59.91.72,45.91,38.80,0.01
2025-04-19T07:48:11.391679,A0FCD28B,64,78.59.91.72,93.41,87.57,0.01
2025-04-19T07:48:11.396598,A213EEC1,39,214.162.189.47,64.35,99.00,0.01
2025-04-19T07:48:11.396598,A213EEC1,105,214.162.189.47,51.98,29.70,0.01
2025-04-19T07:48:11.396598,A54745A2,68,84.27.217.122,83.57,73.74,0.01
2025-04-19T07:48:11.396598,A60B4768,34,48.219.59.47,9.62,16.97,0.01
2025-04-19T07:48:11.396598,A60B4768,112,48.219.59.47,89.66,48.03,0.01
2025-04-19T07:48:11.396598,A60B4768,78,48.219.59.47,66.46,51.12,0.01
2025-04-19T07:48:11.396598,A60B4768,34,48.219.59.47,38.83,68.53,0.01
2025-04-19T07:48:11.404568,A60B4768,65,48.219.59.47,64.80,59.82,0.01
2025-04-19T07:48:11.404568,A60B4768,68,48.219.59.47,51.23,45.20,0.01
2025-04-19T07:48:11.407487,A60B4768,82,48.219.59.47,76.73,56.14,0.01
2025-04-19T07:48:11.407487,A60B4768,67,48.219.59.47,24.66,22.08,0.01
2025-04-19T07:48:11.409548,A6D414FE,88,62.104.103.166,11.14,7.59,0.01
2025-04-19T07:48:11.411771,A6D414FE,51,62.104.103.166,23.54,27.70,0.01
2025-04-19T07:48:11.411771,A8DCC616,47,180.69.133.205,58.65,74.88,0.01
2025-04-19T07:48:11.411771,A8DCC616,69,180.69.133.205,27.70,24.09,0.01
2025-04-19T07:48:11.414774,A8DCC616,63,180.69.133.205,88.84,84.61,0.01
2025-04-19T07:48:11.414774,A8DCC616,110,180.69.133.205,77.27,42.15,0.01
2025-04-19T07:48:11.416570,A8DCC616,36,180.69.133.205,53.45,89.08,0.01
2025-04-19T07:48:11.416570,A8EE1BEB,90,20.249.156.67,83.29,55.53,0.01
2025-04-19T07:48:11.416570,A8EE1BEB,110,20.249.156.67,77.82,42.45,0.01
2025-04-19T07:48:11.416570,A8EE1BEB,54,20.249.156.67,18.23,20.25,0.01
2025-04-19T07:48:11.416570,AAF76C1C,60,209.5.2.232,99.28,99.28,0.01
2025-04-19T07:48:11.416570,AB166F7E,72,159.103.238.139,79.23,66.03,0.01
2025-04-19T07:48:11.416570,AB166F7E,119,159.103.238.139,30.49,15.37,0.01
2025-04-19T07:48:11.425638,AB166F7E,111,159.103.238.139,38.97,21.07,0.01
2025-04-19T07:48:11.427734,AB166F7E,70,159.103.238.139,7.10,6.09,0.01
2025-04-19T07:48:11.427734,AB166F7E,109,159.103.238.139,24.75,13.62,0.01
2025-04-19T07:48:11.427734,B14F1DA5,82,160.146.26.102,11.36,8.31,0.01
2025-04-19T07:48:11.429869,B1C14C2E,43,228.191.154.200,88.62,123.66,0.01
2025-04-19T07:48:11.429869,B1C14C2E,38,228.191.154.200,44.93,70.94,0.01
2025-04-19T07:48:11.431877,B25C09D6,113,255.244.53.175,73.26,38.90,0.01
2025-04-19T07:48:11.433886,B25C09D6,48,255.244.53.175,54.58,68.22,0.01
2025-04-19T07:48:11.433886,B2AD11B2,70,157.24.158.69,48.49,41.57,0.01
2025-04-19T07:48:11.433886,B2AD11B2,92,157.24.158.69,31.78,20.72,0.01
2025-04-19T07:48:11.433886,B2AD11B2,70,157.24.158.69,21.00,18.00,0.01
2025-04-19T07:48:11.433886,B2B6CA1D,83,106.86.196.61,40.87,29.54,0.01
2025-04-19T07:48:11.433886,B2B6CA1D,78,106.86.196.61,64.06,49.27,0.01
2025-04-19T07:48:11.433886,B2B6CA1D,37,106.86.196.61,85.63,138.86,0.01
2025-04-19T07:48:11.433886,B2B6CA1D,86,106.86.196.61,15.70,10.95,0.01
2025-04-19T07:48:11.433886,B2B6CA1D,116,106.86.196.61,1.99,1.03,0.01
2025-04-19T07:48:11.433886,B2B6CA1D,105,106.86.196.61,2.85,1.63,0.01
2025-04-19T07:48:11.443552,B2B6CA1D,44,106.86.196.61,95.96,130.85,0.01
2025-04-19T07:48:11.443552,B311A91E,64,6.123.70.222,80.95,75.89,0.01
2025-04-19T07:48:11.443552,B311A91E,52,6.123.70.222,0.57,0.65,0.01
2025-04-19T07:48:11.443552,B311A91E,79,6.123.70.222,34.13,25.92,0.01
2025-04-19T07:48:11.443552,B311A91E,91,6.123.70.222,57.51,37.92,0.01
2025-04-19T07:48:11.443552,BA7CD9CE,67,93.90.223.89,90.81,81.32,0.01
2025-04-19T07:48:11.443552,BA7CD9CE,39,93.90.223.89,2.57,3.95,0.01
2025-04-19T07:48:11.451721,BA7CD9CE,98,93.90.223.89,3.47,2.12,0.01
2025-04-19T07:48:11.451721,BA7CD9CE,40,93.90.223.89,78.30,117.45,0.01
2025-04-19T07:48:11.454331,BA7CD9CE,42,93.90.223.89,20.62,29.46,0.01
2025-04-19T07:48:11.454331,BE94B143,43,162.147.60.223,83.21,116.11,0.01
2025-04-19T07:48:11.456339,BEE2DAEB,60,39.188.137.13,86.96,86.96,0.01
2025-04-19T07:48:11.457110,BEE2DAEB,84,39.188.137.13,46.56,33.25,0.01
2025-04-19T07:48:11.458243,BEE2DAEB,30,39.188.137.13,53.64,107.28,0.01
2025-04-19T07:48:11.459038,BEE2DAEB,57,39.188.137.13,32.49,34.20,0.01
2025-04-19T07:48:11.459038,C7431BFD,89,16.23.119.208,86.66,58.42,0.01
2025-04-19T07:48:11.461394,C789A295,40,158.155.159.241,18.07,27.10,0.01
2025-04-19T07:48:11.461394,C789A295,95,158.155.159.241,48.88,30.87,0.01
2025-04-19T07:48:11.461394,C789A295,70,158.155.159.241,4.51,3.87,0.01
2025-04-19T07:48:11.464230,C789A295,45,158.155.159.241,67.74,90.32,0.01
2025-04-19T07:48:11.465729,CF50137F,113,204.100.11.110,98.65,52.38,0.01
2025-04-19T07:48:11.465729,CF50137F,46,204.100.11.110,45.84,59.80,0.01
2025-04-19T07:48:11.468290,D24A5FBF,54,193.58.212.87,20.50,22.78,0.01
2025-04-19T07:48:11.469881,D24A5FBF,41,193.58.212.87,22.34,32.69,0.01
2025-04-19T07:48:11.469881,D24A5FBF,31,193.58.212.87,99.11,191.82,0.01
2025-04-19T07:48:11.469881,D2D484D6,45,225.183.135.140,40.84,54.45,0.01
2025-04-19T07:48:11.473698,D2D484D6,101,225.183.135.140,62.26,36.99,0.01
2025-04-19T07:48:11.473698,D47FC366,112,132.112.191.147,40.34,21.61,0.01
2025-04-19T07:48:11.473698,D47FC366,35,132.112.191.147,65.78,112.77,0.01
2025-04-19T07:48:11.473698,D47FC366,40,132.112.191.147,57.20,85.80,0.01
2025-04-19T07:48:11.473698,D47FC366,34,132.112.191.147,38.55,68.03,0.01
2025-04-19T07:48:11.473698,D47FC366,101,132.112.191.147,24.95,14.82,0.01
2025-04-19T07:48:11.473698,D47FC366,79,132.112.191.147,23.13,17.56,0.01
2025-04-19T07:48:11.473698,D47FC366,102,132.112.191.147,19.49,11.47,0.01
2025-04-19T07:48:11.483468,D47FC366,39,132.112.191.147,91.71,141.09,0.01
2025-04-19T07:48:11.484287,D47FC366,48,132.112.191.147,36.44,45.55,0.01
2025-04-19T07:48:11.484287,D57980F3,57,110.34.65.159,89.96,94.70,0.01
2025-04-19T07:48:11.486050,D60B5CEE,99,24.34.226.132,29.88,18.11,0.01
2025-04-19T07:48:11.486050,D60B5CEE,105,24.34.226.132,67.97,38.84,0.01
2025-04-19T07:48:11.488293,D60B5CEE,44,24.34.226.132,49.54,67.56,0.01
2025-04-19T07:48:11.488293,D60B5CEE,82,24.34.226.132,37.79,27.65,0.01
2025-04-19T07:48:11.488293,D60B5CEE,111,24.34.226.132,26.64,14.40,0.01
2025-04-19T07:48:11.491693,D60B5CEE,89,24.34.226.132,42.77,28.83,0.01
2025-04-19T07:48:11.491693,D60B5CEE,100,24.34.226.132,86.67,52.00,0.01
2025-04-19T07:48:11.492988,D60B5CEE,37,24.34.226.132,88.21,143.05,0.01
2025-04-19T07:48:11.495200,D60B5CEE,39,24.34.226.132,28.56,43.94,0.01
2025-04-19T07:48:11.495200,D60B5CEE,90,24.34.226.132,85.21,56.81,0.01
2025-04-19T07:48:11.495200,D60B5CEE,120,24.34.226.132,64.46,32.23,0.01
2025-04-19T07:48:11.497547,D60B5CEE,91,24.34.226.132,10.04,6.62,0.01
2025-04-19T07:48:11.497547,D6D9B0EE,70,251.39.69.11,1.53,1.31,0.01
2025-04-19T07:48:11.497547,D6D9B0EE,102,251.39.69.11,7.13,4.19,0.01
2025-04-19T07:48:11.499863,D6D9B0EE,63,251.39.69.11,73.46,69.96,0.01
2025-04-19T07:48:11.501879,D6D9B0EE,102,251.39.69.11,57.80,34.00,0.01
2025-04-19T07:48:11.501879,D6D9B0EE,45,251.39.69.11,14.66,19.55,0.01
2025-04-19T07:48:11.504189,D6D9B0EE,96,251.39.69.11,21.02,13.14,0.01
2025-04-19T07:48:11.504189,D9ECA3D8,62,131.107.221.109,29.09,28.15,0.01
2025-04-19T07:48:11.505408,D9ECA3D8,75,131.107.221.109,67.32,53.86,0.01
2025-04-19T07:48:11.505408,D9ECA3D8,99,131.107.221.109,79.11,47.95,0.01
2025-04-19T07:48:11.506773,DC02643B,68,79.132.154.1,81.65,72.04,0.01
2025-04-19T07:48:11.509015,DECB1116,30,219.79.9.111,4.73,9.45,0.01
2025-04-19T07:48:11.509015,DECB1116,52,219.79.9.111,25.70,29.65,0.01
2025-04-19T07:48:11.509015,E216F408,42,0.99.186.93,26.10,37.28,0.01
2025-04-19T07:48:11.509015,E24C61F6,90,182.12.88.160,80.89,53.93,0.01
2025-04-19T07:48:11.513152,E24C61F6,34,182.12.88.160,93.45,164.92,0.01
2025-04-19T07:48:11.515208,E24C61F6,109,182.12.88.160,73.85,40.65,0.01
2025-04-19T07:48:11.515208,E24C61F6,72,182.12.88.160,49.06,40.88,0.01
